Direction,Year,Date,Weekday,Current_Match,Country,Commodity,Transport_Mode,Measure,Value,Cumulative
Exports,2015,31/01/2015,Saturday,1/02/2020,All,All,All,$,257000000,257000000
Exports,2015,1/02/2015,Sunday,2/02/2020,All,All,All,$,123000000,380000000
Exports,2015,2/02/2015,Monday,3/02/2020,All,All,All,$,176000000,556000000
Exports,2015,3/02/2015,Tuesday,4/02/2020,All,All,All,$,115000000,671000000
Exports,2015,4/02/2015,Wednesday,5/02/2020,All,All,All,$,74000000,746000000
Exports,2015,5/02/2015,Thursday,6/02/2020,All,All,All,$,119000000,864000000
Exports,2015,6/02/2015,Friday,7/02/2020,All,All,All,$,127000000,992000000
Exports,2015,7/02/2015,Saturday,8/02/2020,All,All,All,$,206000000,1198000000
Exports,2015,8/02/2015,Sunday,9/02/2020,All,All,All,$,114000000,1312000000
Exports,2015,9/02/2015,Monday,10/02/2020,All,All,All,$,202000000,1513000000
Exports,2015,10/02/2015,Tuesday,11/02/2020,All,All,All,$,88000000,1601000000
Exports,2015,11/02/2015,Wednesday,12/02/2020,All,All,All,$,67000000,1669000000
Exports,2015,12/02/2015,Thursday,13/02/2020,All,All,All,$,132000000,1801000000
Exports,2015,13/02/2015,Friday,14/02/2020,All,All,All,$,143000000,1944000000
Exports,2015,14/02/2015,Saturday,15/02/2020,All,All,All,$,146000000,2090000000
Exports,2015,15/02/2015,Sunday,16/02/2020,All,All,All,$,111000000,2201000000
Exports,2015,16/02/2015,Monday,17/02/2020,All,All,All,$,226000000,2427000000
Exports,2015,17/02/2015,Tuesday,18/02/2020,All,All,All,$,171000000,2599000000
Exports,2015,18/02/2015,Wednesday,19/02/2020,All,All,All,$,120000000,2718000000
Exports,2015,19/02/2015,Thursday,20/02/2020,All,All,All,$,157000000,2875000000
Exports,2015,20/02/2015,Friday,21/02/2020,All,All,All,$,157000000,3032000000
Exports,2015,21/02/2015,Saturday,22/02/2020,All,All,All,$,184000000,3216000000
Exports,2015,22/02/2015,Sunday,23/02/2020,All,All,All,$,135000000,3352000000
Exports,2015,23/02/2015,Monday,24/02/2020,All,All,All,$,185000000,3536000000
Exports,2015,24/02/2015,Tuesday,25/02/2020,All,All,All,$,94000000,3630000000
Exports,2015,25/02/2015,Wednesday,26/02/2020,All,All,All,$,113000000,3743000000
Exports,2015,26/02/2015,Thursday,27/02/2020,All,All,All,$,130000000,3873000000
Exports,2015,27/02/2015,Friday,28/02/2020,All,All,All,$,127000000,4000000000
Exports,2015,28/02/2015,Saturday,29/02/2020,All,All,All,$,145000000,4145000000
Exports,2015,1/03/2015,Sunday,1/03/2020,All,All,All,$,386000000,4531000000
Exports,2015,2/03/2015,Monday,2/03/2020,All,All,All,$,219000000,4750000000
Exports,2015,3/03/2015,Tuesday,3/03/2020,All,All,All,$,163000000,4913000000
Exports,2015,4/03/2015,Wednesday,4/03/2020,All,All,All,$,125000000,5039000000
Exports,2015,5/03/2015,Thursday,5/03/2020,All,All,All,$,158000000,5197000000
Exports,2015,6/03/2015,Friday,6/03/2020,All,All,All,$,153000000,5350000000
Exports,2015,7/03/2015,Saturday,7/03/2020,All,All,All,$,174000000,5525000000
Exports,2015,8/03/2015,Sunday,8/03/2020,All,All,All,$,112000000,5637000000
Exports,2015,9/03/2015,Monday,9/03/2020,All,All,All,$,209000000,5846000000
Exports,2015,10/03/2015,Tuesday,10/03/2020,All,All,All,$,118000000,5964000000
Exports,2015,11/03/2015,Wednesday,11/03/2020,All,All,All,$,85000000,6049000000
Exports,2015,12/03/2015,Thursday,12/03/2020,All,All,All,$,160000000,6209000000
Exports,2015,13/03/2015,Friday,13/03/2020,All,All,All,$,130000000,6339000000
Exports,2015,14/03/2015,Saturday,14/03/2020,All,All,All,$,100000000,6439000000
Exports,2015,15/03/2015,Sunday,15/03/2020,All,All,All,$,133000000,6573000000
Exports,2015,16/03/2015,Monday,16/03/2020,All,All,All,$,213000000,6786000000
Exports,2015,17/03/2015,Tuesday,17/03/2020,All,All,All,$,109000000,6895000000
Exports,2015,18/03/2015,Wednesday,18/03/2020,All,All,All,$,116000000,7011000000
Exports,2015,19/03/2015,Thursday,19/03/2020,All,All,All,$,164000000,7175000000
Exports,2015,20/03/2015,Friday,20/03/2020,All,All,All,$,131000000,7306000000
Exports,2015,21/03/2015,Saturday,21/03/2020,All,All,All,$,197000000,7503000000
Exports,2015,22/03/2015,Sunday,22/03/2020,All,All,All,$,146000000,7649000000
Exports,2015,23/03/2015,Monday,23/03/2020,All,All,All,$,175000000,7824000000
Exports,2015,24/03/2015,Tuesday,24/03/2020,All,All,All,$,130000000,7954000000
Exports,2015,25/03/2015,Wednesday,25/03/2020,All,All,All,$,74000000,8028000000
Exports,2015,26/03/2015,Thursday,26/03/2020,All,All,All,$,219000000,8247000000
Exports,2015,27/03/2015,Friday,27/03/2020,All,All,All,$,117000000,8364000000
Exports,2015,28/03/2015,Saturday,28/03/2020,All,All,All,$,165000000,8529000000
Exports,2015,29/03/2015,Sunday,29/03/2020,All,All,All,$,140000000,8669000000
Exports,2015,30/03/2015,Monday,30/03/2020,All,All,All,$,220000000,8888000000
Exports,2015,31/03/2015,Tuesday,31/03/2020,All,All,All,$,161000000,9049000000
Exports,2015,1/04/2015,Wednesday,1/04/2020,All,All,All,$,82000000,9131000000
Exports,2015,2/04/2015,Thursday,2/04/2020,All,All,All,$,137000000,9269000000
Exports,2015,3/04/2015,Friday,3/04/2020,All,All,All,$,158000000,9427000000
Exports,2015,4/04/2015,Saturday,4/04/2020,All,All,All,$,192000000,9618000000
Exports,2015,5/04/2015,Sunday,5/04/2020,All,All,All,$,153000000,9771000000
Exports,2015,6/04/2015,Monday,6/04/2020,All,All,All,$,206000000,9978000000
Exports,2015,7/04/2015,Tuesday,7/04/2020,All,All,All,$,108000000,10086000000
Exports,2015,8/04/2015,Wednesday,8/04/2020,All,All,All,$,81000000,10167000000
Exports,2015,9/04/2015,Thursday,9/04/2020,All,All,All,$,121000000,10288000000
Exports,2015,10/04/2015,Friday,10/04/2020,All,All,All,$,126000000,10414000000
Exports,2015,11/04/2015,Saturday,11/04/2020,All,All,All,$,175000000,10588000000
Exports,2015,12/04/2015,Sunday,12/04/2020,All,All,All,$,115000000,10704000000
Exports,2015,13/04/2015,Monday,13/04/2020,All,All,All,$,203000000,10907000000
Exports,2015,14/04/2015,Tuesday,14/04/2020,All,All,All,$,73000000,10980000000
Exports,2015,15/04/2015,Wednesday,15/04/2020,All,All,All,$,91000000,11072000000
Exports,2015,16/04/2015,Thursday,16/04/2020,All,All,All,$,179000000,11250000000
Exports,2015,17/04/2015,Friday,17/04/2020,All,All,All,$,122000000,11372000000
Exports,2015,18/04/2015,Saturday,18/04/2020,All,All,All,$,100000000,11472000000
Exports,2015,19/04/2015,Sunday,19/04/2020,All,All,All,$,146000000,11617000000
Exports,2015,20/04/2015,Monday,20/04/2020,All,All,All,$,184000000,11801000000
Exports,2015,21/04/2015,Tuesday,21/04/2020,All,All,All,$,171000000,11972000000
Exports,2015,22/04/2015,Wednesday,22/04/2020,All,All,All,$,119000000,12091000000
Exports,2015,23/04/2015,Thursday,23/04/2020,All,All,All,$,123000000,12214000000
Exports,2015,24/04/2015,Friday,24/04/2020,All,All,All,$,154000000,12368000000
Exports,2015,25/04/2015,Saturday,25/04/2020,All,All,All,$,195000000,12562000000
Exports,2015,26/04/2015,Sunday,26/04/2020,All,All,All,$,136000000,12699000000
Exports,2015,27/04/2015,Monday,27/04/2020,All,All,All,$,189000000,12888000000
Exports,2015,28/04/2015,Tuesday,28/04/2020,All,All,All,$,78000000,12965000000
Exports,2015,29/04/2015,Wednesday,29/04/2020,All,All,All,$,80000000,13045000000
Exports,2015,30/04/2015,Thursday,30/04/2020,All,All,All,$,139000000,13183000000
Exports,2015,1/05/2015,Friday,1/05/2020,All,All,All,$,121000000,13305000000
Exports,2015,2/05/2015,Saturday,2/05/2020,All,All,All,$,187000000,13492000000
Exports,2015,3/05/2015,Sunday,3/05/2020,All,All,All,$,165000000,13657000000
Exports,2015,4/05/2015,Monday,4/05/2020,All,All,All,$,152000000,13809000000
Exports,2015,5/05/2015,Tuesday,5/05/2020,All,All,All,$,111000000,13920000000
Exports,2015,6/05/2015,Wednesday,6/05/2020,All,All,All,$,81000000,14001000000
Exports,2015,7/05/2015,Thursday,7/05/2020,All,All,All,$,98000000,14098000000
Exports,2015,8/05/2015,Friday,8/05/2020,All,All,All,$,199000000,14297000000
Exports,2015,9/05/2015,Saturday,9/05/2020,All,All,All,$,101000000,14398000000
Exports,2015,10/05/2015,Sunday,10/05/2020,All,All,All,$,157000000,14555000000
Exports,2015,11/05/2015,Monday,11/05/2020,All,All,All,$,130000000,14684000000
Exports,2015,12/05/2015,Tuesday,12/05/2020,All,All,All,$,119000000,14803000000
Exports,2015,13/05/2015,Wednesday,13/05/2020,All,All,All,$,75000000,14878000000
Exports,2015,14/05/2015,Thursday,14/05/2020,All,All,All,$,166000000,15044000000
Exports,2015,15/05/2015,Friday,15/05/2020,All,All,All,$,191000000,15235000000
Exports,2015,16/05/2015,Saturday,16/05/2020,All,All,All,$,182000000,15417000000
Exports,2015,17/05/2015,Sunday,17/05/2020,All,All,All,$,124000000,15541000000
Exports,2015,18/05/2015,Monday,18/05/2020,All,All,All,$,180000000,15721000000
Exports,2015,19/05/2015,Tuesday,19/05/2020,All,All,All,$,91000000,15812000000
Exports,2015,20/05/2015,Wednesday,20/05/2020,All,All,All,$,111000000,15923000000
Exports,2015,21/05/2015,Thursday,21/05/2020,All,All,All,$,137000000,16060000000
Exports,2015,22/05/2015,Friday,22/05/2020,All,All,All,$,200000000,16260000000
Exports,2015,23/05/2015,Saturday,23/05/2020,All,All,All,$,97000000,16357000000
Exports,2015,24/05/2015,Sunday,24/05/2020,All,All,All,$,157000000,16514000000
Exports,2015,25/05/2015,Monday,25/05/2020,All,All,All,$,146000000,16660000000
Exports,2015,26/05/2015,Tuesday,26/05/2020,All,All,All,$,124000000,16784000000
Exports,2015,27/05/2015,Wednesday,27/05/2020,All,All,All,$,76000000,16860000000
Exports,2015,28/05/2015,Thursday,28/05/2020,All,All,All,$,136000000,16996000000
Exports,2015,29/05/2015,Friday,29/05/2020,All,All,All,$,158000000,17154000000
Exports,2015,30/05/2015,Saturday,30/05/2020,All,All,All,$,197000000,17351000000
Exports,2015,31/05/2015,Sunday,31/05/2020,All,All,All,$,186000000,17538000000
Exports,2015,1/06/2015,Monday,1/06/2020,All,All,All,$,164000000,17701000000
Exports,2015,2/06/2015,Tuesday,2/06/2020,All,All,All,$,128000000,17830000000
Exports,2015,3/06/2015,Wednesday,3/06/2020,All,All,All,$,61000000,17890000000
Exports,2015,4/06/2015,Thursday,4/06/2020,All,All,All,$,114000000,18005000000
Exports,2015,5/06/2015,Friday,5/06/2020,All,All,All,$,168000000,18173000000
Exports,2015,6/06/2015,Saturday,6/06/2020,All,All,All,$,83000000,18255000000
Exports,2015,7/06/2015,Sunday,7/06/2020,All,All,All,$,161000000,18416000000
Exports,2015,8/06/2015,Monday,8/06/2020,All,All,All,$,188000000,18604000000
Exports,2015,9/06/2015,Tuesday,9/06/2020,All,All,All,$,93000000,18698000000
Exports,2015,10/06/2015,Wednesday,10/06/2020,All,All,All,$,70000000,18768000000
Exports,2015,11/06/2015,Thursday,11/06/2020,All,All,All,$,162000000,18930000000
Exports,2015,12/06/2015,Friday,12/06/2020,All,All,All,$,119000000,19049000000
Exports,2015,13/06/2015,Saturday,13/06/2020,All,All,All,$,109000000,19158000000
Exports,2015,14/06/2015,Sunday,14/06/2020,All,All,All,$,108000000,19266000000
Exports,2015,15/06/2015,Monday,15/06/2020,All,All,All,$,217000000,19482000000
Exports,2015,16/06/2015,Tuesday,16/06/2020,All,All,All,$,104000000,19587000000
Exports,2015,17/06/2015,Wednesday,17/06/2020,All,All,All,$,173000000,19759000000
Exports,2015,18/06/2015,Thursday,18/06/2020,All,All,All,$,144000000,19903000000
Exports,2015,19/06/2015,Friday,19/06/2020,All,All,All,$,209000000,20112000000
Exports,2015,20/06/2015,Saturday,20/06/2020,All,All,All,$,102000000,20214000000
Exports,2015,21/06/2015,Sunday,21/06/2020,All,All,All,$,174000000,20388000000
Exports,2015,22/06/2015,Monday,22/06/2020,All,All,All,$,219000000,20607000000
Exports,2015,23/06/2015,Tuesday,23/06/2020,All,All,All,$,103000000,20710000000
Exports,2015,24/06/2015,Wednesday,24/06/2020,All,All,All,$,79000000,20789000000
Exports,2015,25/06/2015,Thursday,25/06/2020,All,All,All,$,145000000,20934000000
Exports,2015,26/06/2015,Friday,26/06/2020,All,All,All,$,144000000,21078000000
Exports,2015,27/06/2015,Saturday,27/06/2020,All,All,All,$,93000000,21171000000
Exports,2015,28/06/2015,Sunday,28/06/2020,All,All,All,$,110000000,21281000000
Exports,2015,29/06/2015,Monday,29/06/2020,All,All,All,$,249000000,21531000000
Exports,2015,30/06/2015,Tuesday,30/06/2020,All,All,All,$,155000000,21686000000
Exports,2015,1/07/2015,Wednesday,1/07/2020,All,All,All,$,82000000,21767000000
Exports,2015,2/07/2015,Thursday,2/07/2020,All,All,All,$,109000000,21876000000
Exports,2015,3/07/2015,Friday,3/07/2020,All,All,All,$,139000000,22016000000
Exports,2015,4/07/2015,Saturday,4/07/2020,All,All,All,$,117000000,22133000000
Exports,2015,5/07/2015,Sunday,5/07/2020,All,All,All,$,113000000,22246000000
Exports,2015,6/07/2015,Monday,6/07/2020,All,All,All,$,184000000,22430000000
Exports,2015,7/07/2015,Tuesday,7/07/2020,All,All,All,$,86000000,22516000000
Exports,2015,8/07/2015,Wednesday,8/07/2020,All,All,All,$,149000000,22665000000
Exports,2015,9/07/2015,Thursday,9/07/2020,All,All,All,$,146000000,22812000000
Exports,2015,10/07/2015,Friday,10/07/2020,All,All,All,$,164000000,22975000000
Exports,2015,11/07/2015,Saturday,11/07/2020,All,All,All,$,133000000,23108000000
Exports,2015,12/07/2015,Sunday,12/07/2020,All,All,All,$,96000000,23204000000
Exports,2015,13/07/2015,Monday,13/07/2020,All,All,All,$,246000000,23450000000
Exports,2015,14/07/2015,Tuesday,14/07/2020,All,All,All,$,113000000,23563000000
Exports,2015,15/07/2015,Wednesday,15/07/2020,All,All,All,$,63000000,23626000000
Exports,2015,16/07/2015,Thursday,16/07/2020,All,All,All,$,127000000,23752000000
Exports,2015,17/07/2015,Friday,17/07/2020,All,All,All,$,136000000,23888000000
Exports,2015,18/07/2015,Saturday,18/07/2020,All,All,All,$,147000000,24035000000
Exports,2015,19/07/2015,Sunday,19/07/2020,All,All,All,$,118000000,24153000000
Exports,2015,20/07/2015,Monday,20/07/2020,All,All,All,$,222000000,24375000000
Exports,2015,21/07/2015,Tuesday,21/07/2020,All,All,All,$,98000000,24473000000
Exports,2015,22/07/2015,Wednesday,22/07/2020,All,All,All,$,134000000,24607000000
Exports,2015,23/07/2015,Thursday,23/07/2020,All,All,All,$,128000000,24735000000
Exports,2015,24/07/2015,Friday,24/07/2020,All,All,All,$,161000000,24896000000
Exports,2015,25/07/2015,Saturday,25/07/2020,All,All,All,$,102000000,24998000000
Exports,2015,26/07/2015,Sunday,26/07/2020,All,All,All,$,109000000,25107000000
Exports,2015,27/07/2015,Monday,27/07/2020,All,All,All,$,211000000,25318000000
Exports,2015,28/07/2015,Tuesday,28/07/2020,All,All,All,$,98000000,25416000000
Exports,2015,29/07/2015,Wednesday,29/07/2020,All,All,All,$,85000000,25501000000
Exports,2016,30/01/2016,Saturday,1/02/2020,All,All,All,$,264000000,264000000
Exports,2016,31/01/2016,Sunday,2/02/2020,All,All,All,$,216000000,480000000
Exports,2016,1/02/2016,Monday,3/02/2020,All,All,All,$,218000000,698000000
Exports,2016,2/02/2016,Tuesday,4/02/2020,All,All,All,$,91000000,789000000
Exports,2016,3/02/2016,Wednesday,5/02/2020,All,All,All,$,94000000,883000000
Exports,2016,4/02/2016,Thursday,6/02/2020,All,All,All,$,112000000,996000000
Exports,2016,5/02/2016,Friday,7/02/2020,All,All,All,$,162000000,1157000000
Exports,2016,6/02/2016,Saturday,8/02/2020,All,All,All,$,114000000,1271000000
Exports,2016,7/02/2016,Sunday,9/02/2020,All,All,All,$,118000000,1389000000
Exports,2016,8/02/2016,Monday,10/02/2020,All,All,All,$,188000000,1577000000
Exports,2016,9/02/2016,Tuesday,11/02/2020,All,All,All,$,90000000,1668000000
Exports,2016,10/02/2016,Wednesday,12/02/2020,All,All,All,$,38000000,1706000000
Exports,2016,11/02/2016,Thursday,13/02/2020,All,All,All,$,124000000,1830000000
Exports,2016,12/02/2016,Friday,14/02/2020,All,All,All,$,171000000,2001000000
Exports,2016,13/02/2016,Saturday,15/02/2020,All,All,All,$,201000000,2202000000
Exports,2016,14/02/2016,Sunday,16/02/2020,All,All,All,$,144000000,2346000000
Exports,2016,15/02/2016,Monday,17/02/2020,All,All,All,$,213000000,2559000000
Exports,2016,16/02/2016,Tuesday,18/02/2020,All,All,All,$,73000000,2632000000
Exports,2016,17/02/2016,Wednesday,19/02/2020,All,All,All,$,75000000,2707000000
Exports,2016,18/02/2016,Thursday,20/02/2020,All,All,All,$,164000000,2871000000
Exports,2016,19/02/2016,Friday,21/02/2020,All,All,All,$,122000000,2993000000
Exports,2016,20/02/2016,Saturday,22/02/2020,All,All,All,$,367000000,3359000000
Exports,2016,21/02/2016,Sunday,23/02/2020,All,All,All,$,171000000,3531000000
Exports,2016,22/02/2016,Monday,24/02/2020,All,All,All,$,143000000,3674000000
Exports,2016,23/02/2016,Tuesday,25/02/2020,All,All,All,$,102000000,3776000000
Exports,2016,24/02/2016,Wednesday,26/02/2020,All,All,All,$,61000000,3836000000
Exports,2016,25/02/2016,Thursday,27/02/2020,All,All,All,$,122000000,3959000000
Exports,2016,26/02/2016,Friday,28/02/2020,All,All,All,$,163000000,4121000000
Exports,2016,27/02/2016,Saturday,29/02/2020,All,All,All,$,175000000,4296000000
Exports,2016,28/02/2016,Sunday,1/03/2020,All,All,All,$,184000000,4480000000
Exports,2016,29/02/2016,Monday,2/03/2020,All,All,All,$,237000000,4717000000
Exports,2016,1/03/2016,Tuesday,3/03/2020,All,All,All,$,118000000,4836000000
Exports,2016,2/03/2016,Wednesday,4/03/2020,All,All,All,$,89000000,4925000000
Exports,2016,3/03/2016,Thursday,5/03/2020,All,All,All,$,145000000,5070000000
Exports,2016,4/03/2016,Friday,6/03/2020,All,All,All,$,168000000,5237000000
Exports,2016,5/03/2016,Saturday,7/03/2020,All,All,All,$,109000000,5346000000
Exports,2016,6/03/2016,Sunday,8/03/2020,All,All,All,$,142000000,5487000000
Exports,2016,7/03/2016,Monday,9/03/2020,All,All,All,$,163000000,5650000000
Exports,2016,8/03/2016,Tuesday,10/03/2020,All,All,All,$,103000000,5753000000
Exports,2016,9/03/2016,Wednesday,11/03/2020,All,All,All,$,57000000,5810000000
Exports,2016,10/03/2016,Thursday,12/03/2020,All,All,All,$,163000000,5973000000
Exports,2016,11/03/2016,Friday,13/03/2020,All,All,All,$,122000000,6095000000
Exports,2016,12/03/2016,Saturday,14/03/2020,All,All,All,$,193000000,6288000000
Exports,2016,13/03/2016,Sunday,15/03/2020,All,All,All,$,186000000,6474000000
Exports,2016,14/03/2016,Monday,16/03/2020,All,All,All,$,160000000,6634000000
Exports,2016,15/03/2016,Tuesday,17/03/2020,All,All,All,$,107000000,6741000000
Exports,2016,16/03/2016,Wednesday,18/03/2020,All,All,All,$,81000000,6822000000
Exports,2016,17/03/2016,Thursday,19/03/2020,All,All,All,$,145000000,6966000000
Exports,2016,18/03/2016,Friday,20/03/2020,All,All,All,$,189000000,7155000000
Exports,2016,19/03/2016,Saturday,21/03/2020,All,All,All,$,98000000,7253000000
Exports,2016,20/03/2016,Sunday,22/03/2020,All,All,All,$,125000000,7378000000
Exports,2016,21/03/2016,Monday,23/03/2020,All,All,All,$,139000000,7517000000
Exports,2016,22/03/2016,Tuesday,24/03/2020,All,All,All,$,84000000,7601000000
Exports,2016,23/03/2016,Wednesday,25/03/2020,All,All,All,$,50000000,7651000000
Exports,2016,24/03/2016,Thursday,26/03/2020,All,All,All,$,204000000,7856000000
Exports,2016,25/03/2016,Friday,27/03/2020,All,All,All,$,135000000,7991000000
Exports,2016,26/03/2016,Saturday,28/03/2020,All,All,All,$,188000000,8179000000
Exports,2016,27/03/2016,Sunday,29/03/2020,All,All,All,$,149000000,8328000000
Exports,2016,28/03/2016,Monday,30/03/2020,All,All,All,$,157000000,8485000000
Exports,2016,29/03/2016,Tuesday,31/03/2020,All,All,All,$,101000000,8587000000
Exports,2016,30/03/2016,Wednesday,1/04/2020,All,All,All,$,82000000,8669000000
Exports,2016,31/03/2016,Thursday,2/04/2020,All,All,All,$,249000000,8918000000
Exports,2016,1/04/2016,Friday,3/04/2020,All,All,All,$,156000000,9074000000
Exports,2016,2/04/2016,Saturday,4/04/2020,All,All,All,$,75000000,9149000000
Exports,2016,3/04/2016,Sunday,5/04/2020,All,All,All,$,125000000,9274000000
Exports,2016,4/04/2016,Monday,6/04/2020,All,All,All,$,130000000,9404000000
Exports,2016,5/04/2016,Tuesday,7/04/2020,All,All,All,$,91000000,9495000000
Exports,2016,6/04/2016,Wednesday,8/04/2020,All,All,All,$,48000000,9543000000
Exports,2016,7/04/2016,Thursday,9/04/2020,All,All,All,$,158000000,9700000000
Exports,2016,8/04/2016,Friday,10/04/2020,All,All,All,$,118000000,9818000000
Exports,2016,9/04/2016,Saturday,11/04/2020,All,All,All,$,240000000,10058000000
Exports,2016,10/04/2016,Sunday,12/04/2020,All,All,All,$,209000000,10267000000
Exports,2016,11/04/2016,Monday,13/04/2020,All,All,All,$,151000000,10418000000
Exports,2016,12/04/2016,Tuesday,14/04/2020,All,All,All,$,92000000,10510000000
Exports,2016,13/04/2016,Wednesday,15/04/2020,All,All,All,$,98000000,10608000000
Exports,2016,14/04/2016,Thursday,16/04/2020,All,All,All,$,182000000,10789000000
Exports,2016,15/04/2016,Friday,17/04/2020,All,All,All,$,219000000,11009000000
Exports,2016,16/04/2016,Saturday,18/04/2020,All,All,All,$,108000000,11117000000
Exports,2016,17/04/2016,Sunday,19/04/2020,All,All,All,$,169000000,11286000000
Exports,2016,18/04/2016,Monday,20/04/2020,All,All,All,$,113000000,11399000000
Exports,2016,19/04/2016,Tuesday,21/04/2020,All,All,All,$,177000000,11576000000
Exports,2016,20/04/2016,Wednesday,22/04/2020,All,All,All,$,85000000,11661000000
Exports,2016,21/04/2016,Thursday,23/04/2020,All,All,All,$,139000000,11800000000
Exports,2016,22/04/2016,Friday,24/04/2020,All,All,All,$,145000000,11946000000
Exports,2016,23/04/2016,Saturday,25/04/2020,All,All,All,$,214000000,12159000000
Exports,2016,24/04/2016,Sunday,26/04/2020,All,All,All,$,168000000,12328000000
Exports,2016,25/04/2016,Monday,27/04/2020,All,All,All,$,179000000,12507000000
Exports,2016,26/04/2016,Tuesday,28/04/2020,All,All,All,$,126000000,12633000000
Exports,2016,27/04/2016,Wednesday,29/04/2020,All,All,All,$,92000000,12725000000
Exports,2016,28/04/2016,Thursday,30/04/2020,All,All,All,$,192000000,12917000000
Exports,2016,29/04/2016,Friday,1/05/2020,All,All,All,$,189000000,13106000000
Exports,2016,30/04/2016,Saturday,2/05/2020,All,All,All,$,139000000,13245000000
Exports,2016,1/05/2016,Sunday,3/05/2020,All,All,All,$,169000000,13414000000
Exports,2016,2/05/2016,Monday,4/05/2020,All,All,All,$,84000000,13498000000
Exports,2016,3/05/2016,Tuesday,5/05/2020,All,All,All,$,159000000,13658000000
Exports,2016,4/05/2016,Wednesday,6/05/2020,All,All,All,$,88000000,13745000000
Exports,2016,5/05/2016,Thursday,7/05/2020,All,All,All,$,182000000,13928000000
Exports,2016,6/05/2016,Friday,8/05/2020,All,All,All,$,177000000,14105000000
Exports,2016,7/05/2016,Saturday,9/05/2020,All,All,All,$,191000000,14296000000
Exports,2016,8/05/2016,Sunday,10/05/2020,All,All,All,$,201000000,14497000000
Exports,2016,9/05/2016,Monday,11/05/2020,All,All,All,$,148000000,14645000000
Exports,2016,10/05/2016,Tuesday,12/05/2020,All,All,All,$,126000000,14770000000
Exports,2016,11/05/2016,Wednesday,13/05/2020,All,All,All,$,114000000,14884000000
Exports,2016,12/05/2016,Thursday,14/05/2020,All,All,All,$,157000000,15041000000
Exports,2016,13/05/2016,Friday,15/05/2020,All,All,All,$,160000000,15201000000
Exports,2016,14/05/2016,Saturday,16/05/2020,All,All,All,$,102000000,15303000000
Exports,2016,15/05/2016,Sunday,17/05/2020,All,All,All,$,157000000,15461000000
Exports,2016,16/05/2016,Monday,18/05/2020,All,All,All,$,109000000,15570000000
Exports,2016,17/05/2016,Tuesday,19/05/2020,All,All,All,$,148000000,15719000000
Exports,2016,18/05/2016,Wednesday,20/05/2020,All,All,All,$,112000000,15831000000
Exports,2016,19/05/2016,Thursday,21/05/2020,All,All,All,$,143000000,15974000000
Exports,2016,20/05/2016,Friday,22/05/2020,All,All,All,$,180000000,16154000000
Exports,2016,21/05/2016,Saturday,23/05/2020,All,All,All,$,108000000,16262000000
Exports,2016,22/05/2016,Sunday,24/05/2020,All,All,All,$,279000000,16541000000
Exports,2016,23/05/2016,Monday,25/05/2020,All,All,All,$,134000000,16675000000
Exports,2016,24/05/2016,Tuesday,26/05/2020,All,All,All,$,107000000,16782000000
Exports,2016,25/05/2016,Wednesday,27/05/2020,All,All,All,$,135000000,16917000000
Exports,2016,26/05/2016,Thursday,28/05/2020,All,All,All,$,166000000,17083000000
Exports,2016,27/05/2016,Friday,29/05/2020,All,All,All,$,142000000,17224000000
Exports,2016,28/05/2016,Saturday,30/05/2020,All,All,All,$,119000000,17343000000
Exports,2016,29/05/2016,Sunday,31/05/2020,All,All,All,$,169000000,17512000000
Exports,2016,30/05/2016,Monday,1/06/2020,All,All,All,$,118000000,17630000000
Exports,2016,31/05/2016,Tuesday,2/06/2020,All,All,All,$,173000000,17803000000
Exports,2016,1/06/2016,Wednesday,3/06/2020,All,All,All,$,99000000,17902000000
Exports,2016,2/06/2016,Thursday,4/06/2020,All,All,All,$,209000000,18111000000
Exports,2016,3/06/2016,Friday,5/06/2020,All,All,All,$,179000000,18290000000
Exports,2016,4/06/2016,Saturday,6/06/2020,All,All,All,$,180000000,18470000000
Exports,2016,5/06/2016,Sunday,7/06/2020,All,All,All,$,221000000,18691000000
Exports,2016,6/06/2016,Monday,8/06/2020,All,All,All,$,120000000,18811000000
Exports,2016,7/06/2016,Tuesday,9/06/2020,All,All,All,$,107000000,18917000000
Exports,2016,8/06/2016,Wednesday,10/06/2020,All,All,All,$,65000000,18982000000
Exports,2016,9/06/2016,Thursday,11/06/2020,All,All,All,$,154000000,19136000000
Exports,2016,10/06/2016,Friday,12/06/2020,All,All,All,$,172000000,19308000000
Exports,2016,11/06/2016,Saturday,13/06/2020,All,All,All,$,124000000,19432000000
Exports,2016,12/06/2016,Sunday,14/06/2020,All,All,All,$,146000000,19578000000
Exports,2016,13/06/2016,Monday,15/06/2020,All,All,All,$,82000000,19660000000
Exports,2016,14/06/2016,Tuesday,16/06/2020,All,All,All,$,133000000,19793000000
Exports,2016,15/06/2016,Wednesday,17/06/2020,All,All,All,$,98000000,19891000000
Exports,2016,16/06/2016,Thursday,18/06/2020,All,All,All,$,179000000,20070000000
Exports,2016,17/06/2016,Friday,19/06/2020,All,All,All,$,130000000,20200000000
Exports,2016,18/06/2016,Saturday,20/06/2020,All,All,All,$,182000000,20382000000
Exports,2016,19/06/2016,Sunday,21/06/2020,All,All,All,$,181000000,20563000000
Exports,2016,20/06/2016,Monday,22/06/2020,All,All,All,$,147000000,20710000000
Exports,2016,21/06/2016,Tuesday,23/06/2020,All,All,All,$,122000000,20832000000
